TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-30,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,29,1.68,48.72,0
2015-11-30,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,57,1.68,95.76,0
2015-12-01,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,25,1.68,42.0,0
2015-12-01,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,88,1.68,147.84,0
2015-12-02,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,30,1.68,50.4,0
2015-12-02,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,56,1.68,94.08,0
2015-12-03,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,27,1.68,45.36,0
2015-12-03,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,94,1.68,157.92,0
2015-12-04,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,34,1.68,57.12,0
2015-12-04,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,108,1.68,181.44,0
2015-12-05,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,79,1.68,132.72,0
2015-12-05,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,164,1.68,275.52,0
2015-12-06,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,78,1.68,131.04,0
2015-12-06,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,117,1.68,196.56,0
