TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-10-26,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,23,1.68,38.64,0
2015-10-26,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,87,1.68,146.16,0
2015-10-27,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,32,1.68,53.76,0
2015-10-27,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,72,1.68,120.96,0
2015-10-28,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,32,1.68,53.76,0
2015-10-28,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,74,1.68,124.32,0
2015-10-29,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,41,1.68,68.88,0
2015-10-29,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,123,1.68,206.64,0
2015-10-30,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,34,1.68,57.12,0
2015-10-30,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,113,1.68,189.84,0
2015-10-31,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,66,1.68,110.88,0
2015-10-31,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,104,1.68,174.72,0
2015-11-01,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,47,1.68,78.96,0
2015-11-01,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,115,1.68,193.2,0
