TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-23,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,33,1.43,47.19,1
2015-11-23,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,68,1.68,114.24,0
2015-11-24,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,40,1.43,57.2,1
2015-11-24,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,91,1.68,152.88,0
2015-11-25,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,46,1.43,65.78,1
2015-11-25,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,115,1.68,193.2,0
2015-11-26,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,67,1.43,95.81,1
2015-11-26,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,129,1.68,216.72,0
2015-11-27,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,68,1.43,97.24,1
2015-11-27,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,120,1.68,201.6,0
2015-11-28,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,47,1.43,67.21,1
2015-11-28,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,109,1.68,183.12,0
2015-11-29,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,54,1.43,77.22,1
2015-11-29,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,102,1.68,171.36,0
