TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-30,CA_1,FOODS_3_252,Sparkling Water 12-Pack,23,1.58,36.34,0
2015-11-30,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,29,1.68,48.72,0
2015-11-30,CA_1,HOBBIES_1_048,Craft Paint Set,11,0.48,5.28,0
2015-11-30,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,21,0.48,10.08,0
2015-11-30,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.97,15.52,0
2015-11-30,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,6,0.87,5.22,1
2015-11-30,TX_2,FOODS_3_252,Sparkling Water 12-Pack,29,1.58,45.82,0
2015-11-30,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,57,1.68,95.76,0
2015-11-30,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,0,0.96,0.0,0
2015-11-30,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.96,4.8,0
2015-12-01,CA_1,FOODS_3_252,Sparkling Water 12-Pack,23,1.58,36.34,0
2015-12-01,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,25,1.68,42.0,0
2015-12-01,CA_1,HOBBIES_1_048,Craft Paint Set,27,0.48,12.96,0
2015-12-01,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,49,0.48,23.52,0
2015-12-01,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-12-01,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.87,4.35,1
2015-12-01,TX_2,FOODS_3_252,Sparkling Water 12-Pack,47,1.58,74.26,0
2015-12-01,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,88,1.68,147.84,0
2015-12-01,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,0,0.96,0.0,0
2015-12-01,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,14,0.96,13.44,0
2015-12-02,CA_1,FOODS_3_252,Sparkling Water 12-Pack,36,1.58,56.88,0
2015-12-02,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,30,1.68,50.4,0
2015-12-02,CA_1,HOBBIES_1_048,Craft Paint Set,16,0.48,7.68,0
2015-12-02,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,18,0.48,8.64,0
2015-12-02,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,9,0.97,8.73,0
2015-12-02,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,9,0.87,7.83,1
2015-12-02,TX_2,FOODS_3_252,Sparkling Water 12-Pack,42,1.58,66.36,0
2015-12-02,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,56,1.68,94.08,0
2015-12-02,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,0,0.96,0.0,0
2015-12-02,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,20,0.96,19.2,0
2015-12-03,CA_1,FOODS_3_252,Sparkling Water 12-Pack,24,1.58,37.92,0
2015-12-03,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,27,1.68,45.36,0
2015-12-03,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-12-03,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,18,0.48,8.64,0
2015-12-03,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,13,0.97,12.61,0
2015-12-03,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,20,0.87,17.4,1
