TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-09,CA_1,FOODS_3_252,Sparkling Water 12-Pack,16,1.58,25.28,0
2015-11-09,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,20,1.68,33.6,0
2015-11-09,CA_1,HOBBIES_1_048,Craft Paint Set,26,0.48,12.48,0
2015-11-09,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,6,0.48,2.88,0
2015-11-09,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.97,9.7,0
2015-11-09,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.97,6.79,0
2015-11-09,TX_2,FOODS_3_252,Sparkling Water 12-Pack,43,1.58,67.94,0
2015-11-09,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,86,1.68,144.48,0
2015-11-09,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,8,0.96,7.68,0
2015-11-09,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,14,0.96,13.44,0
2015-11-10,CA_1,FOODS_3_252,Sparkling Water 12-Pack,21,1.58,33.18,0
2015-11-10,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,47,1.68,78.96,0
2015-11-10,CA_1,HOBBIES_1_048,Craft Paint Set,3,0.48,1.44,0
2015-11-10,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,5,0.48,2.4,0
2015-11-10,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-11-10,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.97,6.79,0
2015-11-10,TX_2,FOODS_3_252,Sparkling Water 12-Pack,33,1.58,52.14,0
2015-11-10,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,79,1.68,132.72,0
2015-11-10,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,4,0.96,3.84,0
2015-11-10,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.96,4.8,0
2015-11-11,CA_1,FOODS_3_252,Sparkling Water 12-Pack,39,1.58,61.62,0
2015-11-11,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,40,1.68,67.2,0
2015-11-11,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-11-11,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,30,0.48,14.4,0
2015-11-11,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,3,0.97,2.91,0
2015-11-11,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,15,0.97,14.55,0
2015-11-11,TX_2,FOODS_3_252,Sparkling Water 12-Pack,51,1.58,80.58,0
2015-11-11,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,76,1.68,127.68,0
2015-11-11,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-11-11,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,13,0.96,12.48,0
2015-11-12,CA_1,FOODS_3_252,Sparkling Water 12-Pack,21,1.58,33.18,0
2015-11-12,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,37,1.68,62.16,0
2015-11-12,CA_1,HOBBIES_1_048,Craft Paint Set,23,0.48,11.04,0
2015-11-12,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,8,0.48,3.84,0
2015-11-12,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,9,0.97,8.73,0
2015-11-12,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,15,0.97,14.55,0
2015-11-12,TX_2,FOODS_3_252,Sparkling Water 12-Pack,36,1.58,56.88,0
2015-11-12,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,77,1.68,129.36,0
2015-11-12,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.96,11.52,0
2015-11-12,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,13,0.96,12.48,0
2015-11-13,CA_1,FOODS_3_252,Sparkling Water 12-Pack,26,1.58,41.08,0
2015-11-13,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,35,1.68,58.8,0
2015-11-13,CA_1,HOBBIES_1_048,Craft Paint Set,12,0.48,5.76,0
2015-11-13,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,5,0.48,2.4,0
2015-11-13,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,9,0.97,8.73,0
2015-11-13,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,11,0.97,10.67,0
2015-11-13,TX_2,FOODS_3_252,Sparkling Water 12-Pack,38,1.58,60.04,0
2015-11-13,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,102,1.68,171.36,0
2015-11-13,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-11-13,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,20,0.96,19.2,0
2015-11-14,CA_1,FOODS_3_252,Sparkling Water 12-Pack,42,1.58,66.36,0
2015-11-14,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,55,1.68,92.4,0
2015-11-14,CA_1,HOBBIES_1_048,Craft Paint Set,11,0.48,5.28,0
2015-11-14,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,8,0.48,3.84,0
2015-11-14,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,7,0.97,6.79,0
2015-11-14,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,4,0.97,3.88,0
2015-11-14,TX_2,FOODS_3_252,Sparkling Water 12-Pack,69,1.58,109.02,0
2015-11-14,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,98,1.68,164.64,0
2015-11-14,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,18,0.96,17.28,0
2015-11-14,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,21,0.96,20.16,0
2015-11-15,CA_1,FOODS_3_252,Sparkling Water 12-Pack,39,1.58,61.62,0
2015-11-15,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,68,1.68,114.24,0
2015-11-15,CA_1,HOBBIES_1_048,Craft Paint Set,16,0.48,7.68,0
2015-11-15,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,17,0.48,8.16,0
2015-11-15,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,14,0.97,13.58,0
2015-11-15,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,11,0.97,10.67,0
2015-11-15,TX_2,FOODS_3_252,Sparkling Water 12-Pack,59,1.58,93.22,0
2015-11-15,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,123,1.68,206.64,0
2015-11-15,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-11-15,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,34,0.96,32.64,0
