TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-10-26,CA_1,FOODS_3_252,Sparkling Water 12-Pack,23,1.58,36.34,0
2015-10-26,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,23,1.68,38.64,0
2015-10-26,CA_1,HOBBIES_1_048,Craft Paint Set,14,0.48,6.72,0
2015-10-26,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,1,0.48,0.48,0
2015-10-26,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,4,0.97,3.88,0
2015-10-26,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.97,4.85,0
2015-10-26,TX_2,FOODS_3_252,Sparkling Water 12-Pack,50,1.58,79.0,0
2015-10-26,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,87,1.68,146.16,0
2015-10-26,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.96,15.36,0
2015-10-26,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,23,0.96,22.08,0
2015-10-27,CA_1,FOODS_3_252,Sparkling Water 12-Pack,30,1.58,47.4,0
2015-10-27,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,32,1.68,53.76,0
2015-10-27,CA_1,HOBBIES_1_048,Craft Paint Set,11,0.48,5.28,0
2015-10-27,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,12,0.48,5.76,0
2015-10-27,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,2,0.97,1.94,0
2015-10-27,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,1,0.97,0.97,0
2015-10-27,TX_2,FOODS_3_252,Sparkling Water 12-Pack,34,1.58,53.72,0
2015-10-27,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,72,1.68,120.96,0
2015-10-27,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-10-27,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,24,0.96,23.04,0
2015-10-28,CA_1,FOODS_3_252,Sparkling Water 12-Pack,32,1.58,50.56,0
2015-10-28,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,32,1.68,53.76,0
2015-10-28,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-10-28,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,3,0.48,1.44,0
2015-10-28,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-10-28,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.97,6.79,0
2015-10-28,TX_2,FOODS_3_252,Sparkling Water 12-Pack,59,1.58,93.22,0
2015-10-28,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,74,1.68,124.32,0
2015-10-28,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,14,0.96,13.44,0
2015-10-28,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,17,0.96,16.32,0
2015-10-29,CA_1,FOODS_3_252,Sparkling Water 12-Pack,23,1.58,36.34,0
2015-10-29,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,41,1.68,68.88,0
2015-10-29,CA_1,HOBBIES_1_048,Craft Paint Set,27,0.48,12.96,0
2015-10-29,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,1,0.48,0.48,0
2015-10-29,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,5,0.97,4.85,0
2015-10-29,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.97,4.85,0
2015-10-29,TX_2,FOODS_3_252,Sparkling Water 12-Pack,70,1.58,110.6,0
2015-10-29,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,123,1.68,206.64,0
2015-10-29,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.96,11.52,0
2015-10-29,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,23,0.96,22.08,0
2015-10-30,CA_1,FOODS_3_252,Sparkling Water 12-Pack,48,1.58,75.84,0
2015-10-30,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,34,1.68,57.12,0
2015-10-30,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-10-30,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,26,0.48,12.48,0
2015-10-30,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,13,0.97,12.61,0
2015-10-30,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,8,0.97,7.76,0
2015-10-30,TX_2,FOODS_3_252,Sparkling Water 12-Pack,45,1.58,71.1,0
2015-10-30,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,113,1.68,189.84,0
2015-10-30,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.96,9.6,0
2015-10-30,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,29,0.96,27.84,0
2015-10-31,CA_1,FOODS_3_252,Sparkling Water 12-Pack,53,1.58,83.74,0
2015-10-31,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,66,1.68,110.88,0
2015-10-31,CA_1,HOBBIES_1_048,Craft Paint Set,6,0.48,2.88,0
2015-10-31,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,3,0.48,1.44,0
2015-10-31,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-10-31,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,11,0.97,10.67,0
2015-10-31,TX_2,FOODS_3_252,Sparkling Water 12-Pack,43,1.58,67.94,0
2015-10-31,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,104,1.68,174.72,0
2015-10-31,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.96,15.36,0
2015-10-31,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.96,6.72,0
2015-11-01,CA_1,FOODS_3_252,Sparkling Water 12-Pack,34,1.58,53.72,0
2015-11-01,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,47,1.68,78.96,0
2015-11-01,CA_1,HOBBIES_1_048,Craft Paint Set,25,0.48,12.0,0
