TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-16,CA_1,FOODS_3_252,Sparkling Water 12-Pack,33,1.58,52.14,0
2015-11-16,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,22,1.68,36.96,0
2015-11-16,CA_1,HOBBIES_1_048,Craft Paint Set,3,0.48,1.44,0
2015-11-16,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,3,0.48,1.44,0
2015-11-16,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,5,0.97,4.85,0
2015-11-16,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,12,0.97,11.64,0
2015-11-16,TX_2,FOODS_3_252,Sparkling Water 12-Pack,46,1.58,72.68,0
2015-11-16,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,78,1.68,131.04,0
2015-11-16,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,8,0.96,7.68,0
2015-11-16,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,18,0.96,17.28,0
2015-11-17,CA_1,FOODS_3_252,Sparkling Water 12-Pack,23,1.58,36.34,0
2015-11-17,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,34,1.68,57.12,0
2015-11-17,CA_1,HOBBIES_1_048,Craft Paint Set,28,0.48,13.44,0
2015-11-17,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,29,0.48,13.92,0
2015-11-17,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,9,0.97,8.73,0
2015-11-17,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,12,0.97,11.64,0
2015-11-17,TX_2,FOODS_3_252,Sparkling Water 12-Pack,32,1.58,50.56,0
2015-11-17,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,61,1.68,102.48,0
2015-11-17,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.96,9.6,0
2015-11-17,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,10,0.96,9.6,0
2015-11-18,CA_1,FOODS_3_252,Sparkling Water 12-Pack,31,1.58,48.98,0
2015-11-18,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,39,1.68,65.52,0
2015-11-18,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-11-18,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,26,0.48,12.48,0
2015-11-18,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.97,15.52,0
2015-11-18,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.97,6.79,0
2015-11-18,TX_2,FOODS_3_252,Sparkling Water 12-Pack,32,1.58,50.56,0
2015-11-18,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,77,1.68,129.36,0
2015-11-18,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,8,0.96,7.68,0
2015-11-18,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,22,0.96,21.12,0
2015-11-19,CA_1,FOODS_3_252,Sparkling Water 12-Pack,22,1.58,34.76,0
2015-11-19,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,27,1.68,45.36,0
2015-11-19,CA_1,HOBBIES_1_048,Craft Paint Set,4,0.48,1.92,0
2015-11-19,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,7,0.48,3.36,0
2015-11-19,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,7,0.97,6.79,0
2015-11-19,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,4,0.97,3.88,0
2015-11-19,TX_2,FOODS_3_252,Sparkling Water 12-Pack,41,1.58,64.78,0
